User ID,Measurement,Group
3085,14501,Control
7378,14300,Control
7870,14388,Control
775,14381,Control
6762,14475,Control
7740,14340,Control
1827,14295,Control
5450,14514,Control
239,14108,Control
1700,14372,Control
7779,14220,Control
3972,14285,Control
4005,14593,Control
4772,14365,Control
3610,14392,Control
6787,14172,Control
5558,14289,Control
7713,14392,Control
536,14409,Control
4287,14438,Control
4108,14371,Control
674,14428,Control
3421,14420,Control
1071,14167,Control
5251,14374,Control
1900,14455,Control
97,14435,Control
766,14330,Control
5984,14281,Control
6635,14246,Control
4560,14355,Control
7734,14496,Control
2990,14153,Control
6429,14297,Control
5028,14243,Control
7059,14457,Control
6853,14308,Control
3743,14318,Control
5025,14346,Control
3857,14419,Control
7627,14326,Control
3173,14032,Control
6803,14430,Control
7290,14419,Control
5302,14346,Control
2681,14250,Control
1063,14409,Control
6029,14412,Control
1926,14318,Control
5649,14346,Control
3365,14267,Control
7080,14350,Control
2151,14198,Control
7605,14416,Control
532,14265,Control
4931,14396,Control
1353,14214,Control
2013,14305,Control
6586,14358,Control
45,14186,Control
4813,14383,Control
5194,14328,Control
1642,14177,Control
3355,14225,Control
6935,14437,Control
5402,14469,Control
7709,14355,Control
1271,14415,Control
5092,14395,Control
4059,14407,Control
5460,14513,Control
1553,14203,Control
1417,14445,Control
5482,14328,Control
6600,14345,Control
5228,14336,Control
7145,14328,Control
7836,14234,Control
457,14390,Control
6033,14555,Control
3503,14364,Control
6968,14370,Control
7205,14294,Control
3057,14357,Control
7233,14422,Control
1996,14329,Control
5324,14320,Control
2694,14415,Control
7623,14268,Control
1529,14398,Control
5972,14461,Control
4589,14521,Control
7125,14360,Control
5775,14522,Control
960,14485,Control
6981,14259,Control
1718,14235,Control
769,14336,Control
6874,14484,Control
3626,14362,Control
2380,14303,Control
6336,14542,Control
1676,14402,Control
2100,14112,Control
3301,14405,Control
4696,14428,Control
4899,14395,Control
202,14420,Control
1249,14363,Control
2971,14224,Control
3903,14329,Control
2251,14265,Control
5685,14266,Control
2964,14230,Control
4430,14420,Control
454,14381,Control
7748,14320,Control
2053,14298,Control
7643,14367,Control
2102,14490,Control
5944,14148,Control
743,14412,Control
4412,14309,Control
4552,14161,Control
3212,14154,Control
3920,14269,Control
1170,14394,Control
2904,14414,Control
5765,14266,Control
2256,14483,Control
3934,14528,Control
5088,14414,Control
295,14304,Control
336,14495,Control
5253,14454,Control
6549,14466,Control
6430,14297,Control
7686,14055,Control
6369,14605,Control
4676,14191,Control
4271,14366,Control
213,14634,Control
7209,14407,Control
1390,14475,Control
158,14203,Control
6828,14173,Control
7228,14311,Control
1165,14491,Control
1193,14332,Control
2274,14282,Control
4510,14392,Control
7336,14490,Control
6275,14210,Control
3319,14236,Control
950,14282,Control
329,14492,Control
7276,14396,Control
165,14607,Control
3343,14474,Control
3936,14366,Control
2132,14510,Control
7978,14393,Control
7727,14292,Control
2369,14445,Control
64,14293,Control
5521,14338,Control
7114,14517,Control
5952,14359,Control
1859,14281,Control
4346,14318,Control
4567,14483,Control
2838,14309,Control
7437,14327,Control
1977,14313,Control
3227,14390,Control
3004,14327,Control
5783,14192,Control
5728,14272,Control
1999,14266,Control
5861,14508,Control
1057,14460,Control
2935,14435,Control
2865,14314,Control
6800,14279,Control
1444,14314,Control
6839,14253,Control
5599,14647,Control
6229,14121,Control
1517,14433,Control
5596,14227,Control
2536,14358,Control
6768,14260,Control
4874,14239,Control
2018,14243,Control
614,14565,Control
7980,14355,Control
5405,14285,Control
6476,14432,Control
3490,14371,Control
5848,14450,Control
2537,14168,Control
6255,14404,Control
179,14456,Control
6965,14186,Control
6502,14420,Control
3709,14558,Control
1960,14368,Control
2893,14461,Control
3279,14444,Control
2750,14291,Control
5382,14374,Control
6148,14196,Control
4553,14320,Control
664,14399,Control
2185,14450,Control
7608,14373,Control
590,14450,Control
2534,14248,Control
6907,14359,Control
2778,14372,Control
7462,14575,Control
7625,14346,Control
3118,14315,Control
7092,14372,Control
5630,14268,Control
5339,14391,Control
1945,14329,Control
6081,14171,Control
4780,14363,Control
5855,14335,Control
1177,14189,Control
6016,14363,Control
3913,14535,Control
267,14428,Control
2784,14438,Control
3867,14221,Control
6893,14423,Control
7423,14386,Control
5320,14429,Control
5354,14417,Control
243,14219,Control
269,14365,Control
2862,14286,Control
2541,14364,Control
1131,14270,Control
3708,14516,Control
6422,14275,Control
110,14270,Control
1397,14378,Control
7716,14250,Control
3111,14323,Control
5878,14278,Control
174,14527,Control
7047,14457,Control
4969,14364,Control
6061,14327,Control
5533,14474,Control
3058,14415,Control
977,14425,Control
4471,14367,Control
7665,14183,Control
4563,14358,Control
1174,14311,Control
3201,14442,Control
1966,14482,Control
6591,14297,Control
3464,14422,Control
6934,14563,Control
3413,14296,Control
6092,14557,Control
2223,14275,Control
3779,14373,Control
4974,14369,Control
6847,14371,Control
4315,14277,Control
1275,14304,Control
600,14296,Control
3046,14406,Control
6315,14407,Control
5468,14617,Control
6711,14522,Control
862,14313,Control
7881,14406,Control
3523,14481,Control
1210,14373,Control
3265,14362,Control
6998,14376,Control
2453,14466,Control
7398,14276,Control
6376,14334,Control
3824,14422,Control
6371,14405,Control
256,14397,Control
3060,14329,Control
2506,14478,Control
4168,14607,Control
5134,14415,Control
4375,14349,Control
7109,14454,Control
802,14310,Control
3905,14287,Control
2099,14374,Control
7353,14083,Control
5730,14242,Control
6799,14331,Control
328,14220,Control
3070,14255,Control
4809,14322,Control
7940,14188,Control
7197,14325,Control
7860,14311,Control
4291,14373,Control
2925,14498,Control
2190,14389,Control
3082,14372,Control
5472,14381,Control
2525,14395,Control
2975,14257,Control
897,14357,Control
6046,14404,Control
973,14218,Control
3742,14466,Control
209,14490,Control
2,14300,Control
3506,14343,Control
3785,14273,Control
5794,14448,Control
475,14252,Control
2726,14345,Control
1336,14275,Control
1991,14376,Control
5830,14171,Control
864,14517,Control
5330,14263,Control
3236,14377,Control
5555,14346,Control
4297,14285,Control
1581,14271,Control
4719,14474,Control
5039,14312,Control
2062,14400,Control
4694,14281,Control
4065,14298,Control
4950,14422,Control
5176,14473,Control
1181,14351,Control
2433,14212,Control
1546,14592,Control
6499,14275,Control
7800,14199,Control
4211,14658,Control
1000,14325,Control
5380,14208,Control
4935,14294,Control
3439,14411,Control
299,14391,Control
4518,14275,Control
5628,14572,Control
944,14312,Control
3096,14238,Control
7440,14477,Control
6960,14518,Control
4573,14279,Control
7019,14214,Control
2119,14484,Control
7848,14143,Control
1073,14234,Control
186,14477,Control
317,14364,Control
1788,14341,Control
3872,14409,Control
4643,14353,Control
5230,14226,Control
7739,14512,Control
4239,14517,Control
4527,14393,Control
1833,14375,Control
2505,14630,Control
5407,14339,Control
1713,14341,Control
5789,14410,Control
7439,14533,Control
325,14547,Control
205,14341,Control
5853,14404,Control
541,14217,Control
3042,14335,Control
6340,14277,Control
362,14258,Control
852,14557,Control
7721,14282,Control
2962,14311,Control
3263,14411,Control
6048,14514,Control
4434,14423,Control
2895,14676,Control
6772,14362,Control
3375,14399,Control
4110,14401,Control
4762,14529,Control
6191,14426,Control
4229,14357,Control
539,14265,Control
1407,14397,Control
3471,14526,Control
2686,14324,Control
4380,14429,Control
7932,14397,Control
3813,14466,Control
2620,14281,Control
4653,14630,Control
7370,14228,Control
2056,14329,Control
1696,14474,Control
5689,14403,Control
4111,14462,Control
6103,14315,Control
5018,14362,Control
6014,14371,Control
6784,14544,Control
3185,14447,Control
4746,14458,Control
2087,14297,Control
5397,14478,Control
4440,14395,Control
2211,14524,Control
921,14594,Control
7324,14336,Control
5501,14325,Control
2528,14274,Control
1225,14354,Control
6949,14328,Control
3162,14410,Control
2397,14354,Control
7657,14330,Control
4061,14488,Control
3207,14266,Control
1610,14418,Control
3983,14325,Control
1884,14450,Control
4231,14524,Control
1780,14336,Control
6389,14419,Control
7989,14390,Control
1893,14281,Control
3499,14397,Control
6943,14402,Control
4267,14416,Control
7949,14348,Control
7616,14380,Control
4176,14243,Control
2103,14330,Control
7819,14432,Control
6661,14469,Control
3229,14323,Control
7834,14382,Control
1686,14395,Control
520,14392,Control
7311,14430,Control
4226,14168,Control
4057,14365,Control
3883,14397,Control
5850,14259,Control
3871,14556,Control
4197,14388,Control
5146,14544,Control
2614,14282,Control
3741,14269,Control
1943,14395,Control
4288,14184,Control
4639,14394,Control
1064,14381,Control
6380,14483,Control
3657,14448,Control
7452,14324,Control
1105,14248,Control
3890,14560,Control
1935,14282,Control
4745,14254,Control
1363,14250,Control
3622,14494,Control
3025,14312,Control
5232,14286,Control
5622,14385,Control
2404,14347,Control
4784,14295,Control
4144,14454,Control
5041,14488,Control
3039,14479,Control
5503,14455,Control
856,14415,Control
2476,14173,Control
579,14555,Control
2598,14404,Control
6480,14438,Control
1348,14494,Control
307,14529,Control
964,14416,Control
1133,14418,Control
5585,14303,Control
6343,14374,Control
6056,14275,Control
2217,14290,Control
7428,14271,Control
6437,14353,Control
6569,14486,Control
15,14722,Control
6232,14391,Control
2823,14220,Control
2075,14510,Control
729,14337,Control
2326,14297,Control
6002,14393,Control
5807,14232,Control
85,14395,Control
7471,14360,Control
1853,14381,Control
6894,14412,Control
513,14377,Control
5374,14372,Control
2812,14402,Control
3830,14416,Control
5355,14256,Control
2879,14211,Control
5086,14363,Control
4292,14211,Control
6509,14380,Control
5703,14474,Control
1069,14437,Control
2647,14254,Control
2304,14275,Control
4976,14406,Control
5799,14325,Control
4249,14335,Control
5965,14436,Control
522,14260,Control
1001,14325,Control
6256,14281,Control
4475,14254,Control
61,14275,Control
1649,14445,Control
2382,14376,Control
4205,14272,Control
6382,14344,Control
4963,14188,Control
3284,14289,Control
7251,14609,Control
7096,14360,Control
5383,14451,Control
564,14363,Control
4923,14409,Control
3879,14444,Control
2520,14247,Control
6556,14367,Control
4698,14545,Control
413,14282,Control
2076,14307,Control
7061,14336,Control
4175,14400,Control
7192,14428,Control
473,14511,Control
387,14425,Control
4399,14363,Control
4616,14510,Control
5696,14448,Control
3260,14204,Control
4066,14650,Control
5476,14566,Control
3933,14351,Control
6481,14412,Control
1183,14517,Control
6879,14351,Control
6618,14451,Control
1551,14493,Control
4214,14257,Control
4687,14303,Control
2790,14472,Control
4708,14421,Control
6194,14473,Control
795,14355,Control
1906,14338,Control
2667,14148,Control
3545,14243,Control
7842,14375,Control
2316,14462,Control
673,14429,Control
2286,14356,Control
7158,14340,Control
2799,14394,Control
6449,14379,Control
2782,14526,Control
3828,14386,Control
339,14206,Control
1614,14229,Control
1731,14539,Control
2510,14240,Control
1798,14455,Control
7599,14340,Control
5691,14351,Control
6838,14355,Control
1408,14506,Control
789,14349,Control
2115,14366,Control
6078,14200,Control
6248,14393,Control
2807,14429,Control
3957,14397,Control
6802,14525,Control
5924,14376,Control
170,14403,Control
7317,14553,Control
4298,14198,Control
7725,14319,Control
6460,14528,Control
1161,14474,Control
3186,14445,Control
6779,14462,Control
5064,14406,Control
2745,14551,Control
6663,14412,Control
4041,14397,Control
290,14388,Control
6695,14391,Control
3054,14242,Control
2277,14456,Control
4787,14356,Control
7396,14572,Control
5720,14362,Control
2144,14417,Control
6451,14397,Control
5177,14301,Control
2833,14480,Control
1603,14581,Control
2192,14368,Control
3219,14337,Control
1395,14331,Control
2800,14160,Control
333,14350,Control
772,14398,Control
6321,14487,Control
465,14477,Control
2396,14324,Control
7813,14339,Control
7009,14495,Control
793,14351,Control
2145,14313,Control
3221,14525,Control
5796,14485,Control
6209,14372,Control
3535,14304,Control
974,14147,Control
6795,14435,Control
5017,14271,Control
1605,14152,Control
3760,14546,Control
4938,14442,Control
5798,14244,Control
2019,14235,Control
200,14467,Control
946,14273,Control
5704,14514,Control
6254,14438,Control
622,14430,Control
2284,14415,Control
3088,14391,Control
1361,14468,Control
2297,14320,Control
703,14380,Control
5894,14453,Control
3925,14432,Control
4961,14237,Control
7045,14314,Control
2776,14398,Control
1375,14325,Control
1008,14567,Control
5600,14326,Control
3808,14352,Control
1850,14455,Control
7774,14407,Control
7360,14354,Control
5701,14286,Control
858,14403,Control
6837,14485,Control
2976,14423,Control
5869,14284,Control
3713,14563,Control
2086,14209,Control
3612,14194,Control
5825,14477,Control
1389,14395,Control
6814,14309,Control
5745,14248,Control
2253,14628,Control
4312,14383,Control
3276,14429,Control
3475,14405,Control
3033,14418,Control
2677,14430,Control
2257,14451,Control
4987,14328,Control
1980,14338,Control
6625,14177,Control
5759,14283,Control
4521,14400,Control
1228,14486,Control
2766,14436,Control
5291,14332,Control
6386,14230,Control
1286,14062,Control
7001,14498,Control
3700,14305,Control
5040,14320,Control
1322,14385,Control
6445,14214,Control
2005,14331,Control
6861,14595,Control
1442,14426,Control
2742,14410,Control
5766,14194,Control
4369,14619,Control
7416,14212,Control
7020,14583,Control
732,14135,Control
4465,14526,Control
4537,14550,Control
5224,14278,Control
4393,14417,Control
6615,14431,Control
4685,14280,Control
5368,14209,Control
6691,14224,Control
3515,14430,Control
989,14361,Control
5829,14307,Control
4956,14477,Control
2388,14426,Control
4778,14286,Control
70,14237,Control
1592,14428,Control
7469,14310,Control
839,14381,Control
7162,14545,Control
7582,14426,Control
2248,14274,Control
4316,14388,Control
7226,14264,Control
221,14549,Control
5193,14308,Control
7124,14393,Control
6287,14404,Control
6032,14388,Control
6222,14153,Control
3409,14209,Control
137,14320,Control
1975,14405,Control
5000,14355,Control
939,14264,Control
7359,14220,Control
2591,14325,Control
2385,14318,Control
280,14427,Control
2606,14334,Control
2328,14437,Control
5536,14304,Control
2944,14342,Control
619,14331,Control
347,14283,Control
5435,14439,Control
5814,14280,Control
6421,14312,Control
477,14362,Control
2744,14226,Control
3208,14334,Control
5297,14291,Control
3452,14327,Control
7154,14363,Control
3938,14281,Control
4876,14346,Control
2212,14515,Control
2247,14367,Control
5084,14497,Control
251,14408,Control
4116,14456,Control
6117,14284,Control
2661,14382,Control
7493,14385,Control
2139,14302,Control
4153,14279,Control
491,14205,Control
4953,14536,Control
3106,14262,Control
7129,14519,Control
1640,14318,Control
7288,14274,Control
2768,14439,Control
4504,14300,Control
7382,14433,Control
194,14333,Control
848,14423,Control
5566,14263,Control
4890,14462,Control
3825,14424,Control
5011,14268,Control
3679,14663,Control
6013,14430,Control
5623,14624,Control
920,14548,Control
6469,14349,Control
91,14324,Control
7463,14325,Control
1255,14167,Control
7419,14293,Control
3193,14397,Control
3584,14539,Control
3662,14284,Control
4441,14468,Control
6880,14231,Control
3649,14305,Control
6888,14319,Control
693,14411,Control
5284,14421,Control
1405,14477,Control
4455,14456,Control
2611,14397,Control
6419,14413,Control
797,14546,Control
5141,14313,Control
7157,14456,Control
448,14169,Control
5221,14416,Control
3613,14316,Control
1451,14370,Control
753,14485,Control
6576,14388,Control
7689,14468,Control
2936,14534,Control
7754,14413,Control
6348,14500,Control
2444,14334,Control
3133,14369,Control
7644,14312,Control
7885,14486,Control
5013,14416,Control
241,14314,Control
2994,14387,Control
1211,14486,Control
7618,14366,Control
7372,14265,Control
6852,14385,Control
1312,14150,Control
834,14455,Control
3935,14323,Control
6040,14318,Control
7829,14467,Control
1467,14218,Control
883,14586,Control
1489,14317,Control
7519,14312,Control
7323,14483,Control
5575,14449,Control
3971,14642,Control
899,14347,Control
3175,14357,Control
7025,14206,Control
4892,14333,Control
4843,14290,Control
632,14320,Control
4351,14176,Control
1404,14554,Control
2299,14213,Control
2082,14059,Control
7412,14238,Control
2381,14303,Control
96,14242,Control
7944,14492,Control
5722,14355,Control
4230,14373,Control
4939,14438,Control
5930,14402,Control
1699,14479,Control
5389,14247,Control
6297,14309,Control
1079,14444,Control
6000,14089,Control
6655,14217,Control
1987,14426,Control
4113,14317,Control
4807,14474,Control
1146,14460,Control
5516,14237,Control
190,14415,Control
2856,14503,Control
1845,14386,Control
5299,14262,Control
438,14468,Control
6598,14441,Control
440,14430,Control
4425,14449,Control
2186,14038,Control
6482,14468,Control
4752,14571,Control
3751,14418,Control
908,14391,Control
4907,14447,Control
5731,14408,Control
2305,14442,Control
5494,14370,Control
2399,14285,Control
5483,14259,Control
1340,14259,Control
1870,14218,Control
3639,14251,Control
5132,14566,Control
1317,14454,Control
7747,14301,Control
556,14327,Control
3154,14382,Control
3391,14297,Control
5832,14377,Control
7006,14456,Control
804,14366,Control
805,14407,Control
5009,14468,Control
1477,14340,Control
1973,14402,Control
6074,14336,Control
7352,14367,Control
5162,14334,Control
529,14311,Control
2474,14389,Control
2384,14433,Control
6826,14386,Control
714,14425,Control
4250,14288,Control
1560,14236,Control
6338,14416,Control
2821,14446,Control
3241,14376,Control
4174,14520,Control
6084,14471,Control
1471,14668,Control
3937,14348,Control
4418,14259,Control
238,14288,Control
2155,14307,Control
434,14423,Control
1934,14130,Control
7893,14516,Control
5388,14343,Control
2636,14343,Control
7027,14250,Control
1046,14357,Control
6252,14371,Control
2825,14356,Control
2774,14408,Control
4329,14305,Control
3619,14271,Control
7078,14431,Control
2870,14381,Control
3309,14392,Control
2169,14488,Control
7490,14256,Control
1733,14275,Control
7240,14510,Control
2930,14205,Control
2458,14225,Control
6147,14461,Control
3715,14396,Control
890,14382,Control
3636,14360,Control
2235,14373,Control
5159,14360,Control
1986,14520,Control
4415,14326,Control
3966,14352,Control
7155,14569,Control
7484,14373,Control
550,14618,Control
6393,14358,Control
568,14522,Control
4458,14186,Control
2387,14387,Control
2191,14194,Control
415,14464,Control
2285,14235,Control
4686,14401,Control
6756,14339,Control
1532,14241,Control
3121,14190,Control
4933,14313,Control
5072,14563,Control
4841,14337,Control
2589,14472,Control
5357,14364,Control
1902,14467,Control
13,14167,Control
5839,14325,Control
5991,14475,Control
6236,14352,Control
4692,14360,Control
461,14322,Control
1694,14498,Control
3458,14403,Control
2919,14375,Control
7985,14441,Control
2554,14435,Control
5416,14394,Control
7781,14542,Control
3494,14363,Control
4173,14401,Control
3919,14299,Control
1501,14387,Control
2359,14546,Control
3595,14299,Control
7693,14244,Control
4404,14481,Control
6054,14353,Control
1042,14381,Control
5769,14365,Control
5465,14379,Control
2350,14464,Control
5877,14277,Control
1651,14258,Control
3863,14379,Control
456,14192,Control
7377,14218,Control
1339,14577,Control
5498,14454,Control
3398,14369,Control
6639,14507,Control
319,14254,Control
4636,14335,Control
1217,14439,Control
4867,14469,Control
5756,14427,Control
3112,14088,Control
2908,14263,Control
1251,14423,Control
7453,14330,Control
917,14652,Control
7297,14473,Control
6568,14432,Control
3430,14246,Control
1314,14366,Control
2366,14397,Control
2275,14495,Control
1067,14468,Control
3473,14485,Control
5524,14267,Control
7735,14527,Control
831,14217,Control
5989,14311,Control
2829,14418,Control
5463,14353,Control
5816,14258,Control
1764,14279,Control
3166,14198,Control
7418,14429,Control
3889,14510,Control
3410,14359,Control
5824,14326,Control
5911,14207,Control
7371,14471,Control
6595,14615,Control
5477,14170,Control
709,14252,Control
2031,14295,Control
6508,14307,Control
3278,14395,Control
22,14549,Control
5344,14482,Control
2700,14429,Control
3625,14290,Control
4402,14246,Control
7726,14282,Control
1462,14542,Control
752,14363,Control
361,14320,Control
2436,14350,Control
6088,14462,Control
7089,14224,Control
611,14527,Control
1316,14387,Control
3286,14346,Control
4608,14419,Control
6099,14394,Control
6257,14332,Control
6363,14342,Control
663,14274,Control
872,14443,Control
2997,14311,Control
79,14264,Control
4826,14388,Control
5771,14518,Control
7910,14365,Control
983,14303,Control
1460,14415,Control
7281,14585,Control
344,14209,Control
2052,14412,Control
2096,14393,Control
4964,14499,Control
1888,14480,Control
2637,14349,Control
1350,14183,Control
7438,14460,Control
6005,14277,Control
6746,14265,Control
2507,14497,Control
6783,14269,Control
3285,14526,Control
7566,14407,Control
2540,14405,Control
1812,14404,Control
5411,14188,Control
4379,14173,Control
6656,14394,Control
6349,14433,Control
4355,14379,Control
7342,14279,Control
4739,14372,Control
6444,14361,Control
493,14264,Control
3483,14483,Control
6774,14178,Control
3946,14435,Control
4085,14413,Control
4473,14482,Control
5791,14258,Control
219,14381,Control
7094,14611,Control
196,14443,Control
3959,14381,Control
3142,14430,Control
4327,14380,Control
3678,14613,Control
3016,14479,Control
6396,14360,Control
827,14398,Control
5971,14327,Control
497,14504,Control
3140,14214,Control
6526,14192,Control
7711,14532,Control
598,14609,Control
6871,14422,Control
841,14383,Control
7722,14443,Control
725,14298,Control
6374,14389,Control
31,14374,Control
5607,14440,Control
3746,14197,Control
1913,14314,Control
2847,14464,Control
92,14295,Control
4212,14260,Control
2494,14597,Control
2866,14374,Control
464,14306,Control
4328,14182,Control
3766,14451,Control
6089,14448,Control
2220,14337,Control
1577,14248,Control
6941,14367,Control
7214,14277,Control
4401,14265,Control
2157,14359,Control
2666,14253,Control
2296,14397,Control
6167,14437,Control
7708,14277,Control
7236,14218,Control
2683,14543,Control
6518,14266,Control
4079,14297,Control
6671,14394,Control
6582,14437,Control
7928,14342,Control
1834,14421,Control
5307,14325,Control
2216,14262,Control
6180,14528,Control
4348,14646,Control
2705,14558,Control
621,14386,Control
7955,14574,Control
2840,14409,Control
6149,14317,Control
1739,14422,Control
5165,14360,Control
3240,14261,Control
1587,14270,Control
4349,14459,Control
2095,14165,Control
1629,14437,Control
2333,14189,Control
1441,14135,Control
6529,14166,Control
2621,14588,Control
5321,14348,Control
2993,14380,Control
3521,14528,Control
3729,14474,Control
4869,14216,Control
1852,14466,Control
3744,14390,Control
6636,14332,Control
5896,14373,Control
7658,14512,Control
2194,14272,Control
218,14414,Control
7173,14369,Control
3914,14171,Control
5712,14281,Control
2889,14391,Control
3772,14514,Control
254,14481,Control
2001,14436,Control
6933,14280,Control
3447,14570,Control
6434,14394,Control
3582,14258,Control
2770,14350,Control
6414,14469,Control
3775,14371,Control
2054,14468,Control
1767,14493,Control
7732,14414,Control
5507,14275,Control
6813,14385,Control
4864,14375,Control
4251,14576,Control
5687,14189,Control
3073,14355,Control
