User ID,Measurement,Group
5653,15250,Control
4323,14882,Control
3698,14011,Control
6246,13700,Control
5008,14830,Control
6316,14584,Control
1411,13309,Control
6471,14583,Control
4017,14859,Control
6496,14405,Control
6233,14259,Control
6825,13885,Control
3373,13502,Control
7465,14850,Control
6685,14185,Control
773,14230,Control
394,15410,Control
2179,14781,Control
4410,14592,Control
166,14455,Control
592,15282,Control
1425,15402,Control
7203,14928,Control
5202,14719,Control
68,13113,Control
4403,14444,Control
1065,14292,Control
424,14426,Control
5676,14936,Control
5255,12726,Control
6585,14028,Control
3148,14532,Control
7483,14090,Control
3567,13520,Control
5068,14891,Control
4554,14536,Control
2233,13787,Control
4612,14559,Control
4081,14863,Control
6260,14373,Control
5856,14850,Control
2291,14417,Control
1030,14133,Control
3754,13674,Control
3644,14318,Control
5768,14487,Control
1147,14895,Control
3405,14301,Control
5980,14644,Control
5415,13791,Control
3313,13900,Control
409,14304,Control
3109,13737,Control
1356,14862,Control
6986,14648,Control
6843,14537,Control
99,14573,Control
6972,15583,Control
5210,14089,Control
272,13049,Control
5761,14490,Control
2091,14340,Control
4702,14059,Control
1595,13783,Control
2471,14106,Control
5408,14479,Control
5481,14068,Control
285,15817,Control
1044,13794,Control
1593,13894,Control
6138,12997,Control
5095,14521,Control
4272,13160,Control
845,14046,Control
426,14205,Control
1984,13944,Control
1448,15413,Control
6733,14967,Control
7767,15161,Control
1725,13841,Control
4427,15047,Control
6551,14668,Control
5817,14833,Control
1118,14988,Control
7712,13825,Control
2794,14115,Control
5007,14888,Control
337,12777,Control
3222,15278,Control
1091,14702,Control
6387,14343,Control
365,14502,Control
7272,13752,Control
5882,14160,Control
5873,15030,Control
4954,15149,Control
5375,15988,Control
2654,14326,Control
3250,13975,Control
6470,14061,Control
6532,13759,Control
2769,14323,Control
5773,14600,Control
4290,14349,Control
5888,15028,Control
7106,14229,Control
1796,14162,Control
4831,14021,Control
2373,13390,Control
3169,13429,Control
6580,13663,Control
203,15151,Control
1981,14907,Control
2292,15195,Control
6789,13571,Control
2853,13189,Control
3607,13974,Control
3418,14475,Control
6634,14669,Control
2230,14999,Control
4311,14541,Control
3823,15416,Control
6594,14236,Control
5242,13822,Control
2084,13361,Control
7497,13837,Control
2347,14515,Control
3759,13837,Control
6261,14932,Control
7628,15217,Control
2246,12948,Control
7062,14888,Control
2808,13026,Control
2295,14611,Control
774,15105,Control
7526,14409,Control
1276,13602,Control
2355,14019,Control
6815,14213,Control
2152,14261,Control
164,14248,Control
4001,14304,Control
6666,14498,Control
7700,13645,Control
6171,14225,Control
3768,15281,Control
3127,14139,Control
468,14104,Control
4454,15017,Control
3204,12834,Control
3085,15079,Control
7378,13991,Control
7870,14468,Control
775,14428,Control
6762,14935,Control
7740,14209,Control
1827,13963,Control
5450,15149,Control
239,12951,Control
1700,14382,Control
7779,13561,Control
3972,13913,Control
4005,15577,Control
4772,14343,Control
3610,14487,Control
6787,13301,Control
5558,13933,Control
7713,14488,Control
536,14583,Control
4287,14740,Control
4108,14375,Control
674,14686,Control
3421,14642,Control
1071,13272,Control
5251,14392,Control
1900,14831,Control
97,14724,Control
766,14152,Control
5984,13887,Control
6635,13699,Control
4560,14291,Control
7734,15050,Control
2990,13199,Control
6429,13974,Control
5028,13686,Control
7059,14841,Control
6853,14037,Control
3743,14088,Control
5025,14240,Control
3857,14637,Control
7627,14135,Control
3173,12542,Control
6803,14696,Control
7290,14633,Control
5302,14238,Control
2681,13720,Control
1063,14581,Control
6029,14598,Control
1926,14088,Control
5649,14240,Control
3365,13812,Control
7080,14263,Control
2151,13440,Control
7605,14620,Control
532,13803,Control
4931,14513,Control
1353,13526,Control
2013,14016,Control
6586,14304,Control
45,13374,Control
4813,14439,Control
5194,14143,Control
1642,13325,Control
3355,13588,Control
6935,14733,Control
5402,14907,Control
7709,14291,Control
1271,14613,Control
5092,14504,Control
4059,14568,Control
5460,15142,Control
1553,13466,Control
1417,14776,Control
5482,14141,Control
6600,14235,Control
5228,14189,Control
7145,14145,Control
7836,13634,Control
457,14480,Control
6033,15373,Control
3503,14336,Control
6968,14369,Control
7205,13958,Control
3057,14300,Control
7233,14650,Control
1996,14148,Control
5324,14098,Control
2694,14612,Control
7623,13819,Control
1529,14521,Control
5972,14862,Control
4589,15186,Control
7125,14316,Control
5775,15191,Control
960,14991,Control
6981,13772,Control
1718,13639,Control
769,14187,Control
6874,14987,Control
3626,14327,Control
2380,14010,Control
6336,15301,Control
1676,14542,Control
2100,12978,Control
3301,14560,Control
4696,14682,Control
4899,14505,Control
202,14640,Control
1249,14330,Control
2971,13579,Control
3903,14148,Control
2251,13803,Control
5685,13810,Control
2964,13612,Control
4430,14641,Control
454,14429,Control
7748,14101,Control
2053,13980,Control
7643,14356,Control
2102,15018,Control
5944,13167,Control
743,14596,Control
4412,14043,Control
4552,13239,Control
3212,13203,Control
3920,13822,Control
1170,14502,Control
2904,14606,Control
5765,13807,Control
2256,14980,Control
3934,15224,Control
5088,14608,Control
295,14015,Control
336,15045,Control
5253,14823,Control
6549,14890,Control
6430,13976,Control
7686,12669,Control
6369,15640,Control
4676,13403,Control
4271,14349,Control
213,15798,Control
7209,14568,Control
1390,14940,Control
158,13469,Control
6828,13303,Control
7228,14050,Control
1165,15024,Control
1193,14162,Control
2274,13893,Control
4510,14489,Control
7336,15019,Control
6275,13503,Control
3319,13644,Control
950,13897,Control
329,15027,Control
7276,14511,Control
165,15649,Control
3343,14932,Control
3936,14349,Control
2132,15129,Control
7978,14497,Control
7727,13947,Control
2369,14778,Control
64,13952,Control
5521,14196,Control
7114,15167,Control
5952,14309,Control
1859,13888,Control
4346,14091,Control
4567,14983,Control
2838,14038,Control
7437,14138,Control
1977,14064,Control
3227,14480,Control
3004,14139,Control
5783,13409,Control
5728,13838,Control
1999,13810,Control
5861,15116,Control
1057,14858,Control
2935,14722,Control
2865,14067,Control
6800,13881,Control
1444,14065,Control
6839,13739,Control
5599,15868,Control
6229,13023,Control
1517,14708,Control
5596,13599,Control
2536,14307,Control
6768,13777,Control
4874,13663,Control
2018,13686,Control
614,15423,Control
7980,14290,Control
5405,13911,Control
6476,14703,Control
3490,14376,Control
5848,14802,Control
2537,13275,Control
6255,14552,Control
179,14834,Control
6965,13373,Control
6502,14639,Control
3709,15388,Control
1960,14361,Control
2893,14863,Control
3279,14772,Control
2750,13945,Control
5382,14394,Control
6148,13430,Control
4553,14099,Control
664,14529,Control
2185,14804,Control
7608,14385,Control
590,14802,Control
2534,13708,Control
6907,14309,Control
2778,14382,Control
7462,15480,Control
7625,14242,Control
3118,14071,Control
7092,14383,Control
5630,13819,Control
5339,14486,Control
1945,14151,Control
6081,13295,Control
4780,14335,Control
5855,14179,Control
1177,13391,Control
6016,14330,Control
3913,15264,Control
267,14683,Control
2784,14737,Control
3867,13565,Control
6893,14656,Control
7423,14459,Control
5320,14687,Control
5354,14624,Control
243,13554,Control
269,14345,Control
2862,13915,Control
2541,14340,Control
1131,13832,Control
3708,15157,Control
6422,13855,Control
110,13831,Control
1397,14415,Control
7716,13724,Control
3111,14115,Control
5878,13872,Control
174,15217,Control
7047,14841,Control
4969,14336,Control
6061,14135,Control
5533,14935,Control
3058,14613,Control
977,14669,Control
4471,14354,Control
7665,13357,Control
4563,14303,Control
1174,14051,Control
3201,14757,Control
1966,14977,Control
6591,13975,Control
3464,14651,Control
6934,15412,Control
3413,13969,Control
6092,15379,Control
2223,13858,Control
3779,14384,Control
4974,14363,Control
6847,14377,Control
4315,13867,Control
1275,14015,Control
600,13969,Control
3046,14566,Control
6315,14568,Control
5468,15706,Control
6711,15193,Control
862,14064,Control
7881,14565,Control
3523,14968,Control
1210,14388,Control
3265,14328,Control
6998,14401,Control
2453,14890,Control
7398,13861,Control
6376,14175,Control
3824,14652,Control
6371,14557,Control
256,14514,Control
3060,14148,Control
2506,14954,Control
4168,15650,Control
5134,14614,Control
4375,14254,Control
7109,14823,Control
802,14047,Control
3905,13920,Control
2099,14390,Control
7353,12820,Control
5730,13678,Control
6799,14161,Control
328,13558,Control
3070,13750,Control
4809,14108,Control
7940,13384,Control
7197,14126,Control
7860,14049,Control
4291,14385,Control
2925,15063,Control
2190,14474,Control
3082,14383,Control
5472,14430,Control
2525,14506,Control
2975,13760,Control
897,14301,Control
6046,14555,Control
973,13548,Control
3742,14889,Control
209,15019,Control
2,13991,Control
3506,14225,Control
3785,13843,Control
5794,14790,Control
475,13733,Control
2726,14237,Control
1336,13855,Control
1991,14401,Control
5830,13293,Control
864,15166,Control
5330,13791,Control
3236,14406,Control
5555,14242,Control
4297,13913,Control
1581,13837,Control
4719,14932,Control
5039,14055,Control
2062,14533,Control
4694,13889,Control
4065,13982,Control
4950,14653,Control
5176,14928,Control
1181,14265,Control
2433,13517,Control
1546,15569,Control
6499,13856,Control
7800,13445,Control
4211,15927,Control
1000,14128,Control
5380,13493,Control
4935,13960,Control
3439,14591,Control
299,14484,Control
4518,13859,Control
5628,15464,Control
944,14057,Control
3096,13659,Control
7440,14946,Control
6960,15167,Control
4573,13880,Control
7019,13529,Control
2119,14988,Control
7848,13142,Control
1073,13634,Control
186,14950,Control
317,14337,Control
1788,14212,Control
3872,14582,Control
4643,14278,Control
5230,13591,Control
7739,15136,Control
4239,15165,Control
4527,14493,Control
1833,14397,Control
2505,15774,Control
5407,14204,Control
1713,14214,Control
5789,14589,Control
7439,15253,Control
325,15326,Control
205,14215,Control
5853,14555,Control
541,13543,Control
3042,14183,Control
6340,13866,Control
362,13766,Control
852,15379,Control
7721,13895,Control
2962,14051,Control
3263,14590,Control
6048,15149,Control
4434,14659,Control
2895,16026,Control
6772,14325,Control
3375,14525,Control
4110,14535,Control
4762,15231,Control
6191,14674,Control
4229,14300,Control
539,13802,Control
1407,14517,Control
3471,15211,Control
2686,14124,Control
4380,14687,Control
7932,14518,Control
3813,14888,Control
2620,13887,Control
4653,15778,Control
7370,13603,Control
2056,14151,Control
1696,14933,Control
5689,14548,Control
4111,14868,Control
6103,14072,Control
5018,14325,Control
6014,14377,Control
6784,15312,Control
3185,14784,Control
4746,14848,Control
2087,13975,Control
5397,14951,Control
4440,14505,Control
2211,15203,Control
921,15578,Control
7324,14186,Control
5501,14126,Control
2528,13852,Control
1225,14284,Control
6949,14141,Control
3162,14586,Control
2397,14283,Control
7657,14153,Control
4061,15009,Control
3207,13807,Control
1610,14630,Control
3983,14126,Control
1884,14805,Control
4231,15201,Control
1780,14188,Control
6389,14635,Control
7989,14477,Control
1893,13890,Control
3499,14514,Control
6943,14543,Control
4267,14618,Control
7949,14251,Control
7616,14427,Control
4176,13681,Control
2103,14155,Control
7819,14704,Control
6661,14905,Control
3229,14117,Control
7834,14433,Control
1686,14507,Control
520,14491,Control
7311,14694,Control
4226,13279,Control
4057,14340,Control
3883,14513,Control
5850,13770,Control
3871,15374,Control
4197,14467,Control
5146,15308,Control
2614,13896,Control
3741,13826,Control
1943,14505,Control
4288,13363,Control
4639,14499,Control
1064,14428,Control
6380,14979,Control
3657,14791,Control
7452,14120,Control
1105,13712,Control
3890,15397,Control
1935,13895,Control
4745,13743,Control
1363,13719,Control
3622,15040,Control
3025,14059,Control
5232,13918,Control
5622,14453,Control
2404,14246,Control
4784,13963,Control
4144,14822,Control
5041,15009,Control
3039,14961,Control
5503,14830,Control
856,14612,Control
2476,13304,Control
579,15372,Control
2598,14551,Control
6480,14735,Control
1348,15039,Control
307,15230,Control
964,14621,Control
1133,14631,Control
5585,14010,Control
6343,14390,Control
6056,13858,Control
2217,13938,Control
7428,13834,Control
6437,14276,Control
6569,14999,Control
15,16273,Control
6232,14484,Control
2823,13561,Control
2075,15129,Control
729,14190,Control
2326,13974,Control
6002,14496,Control
5807,13626,Control
85,14503,Control
7471,14317,Control
1853,14429,Control
6894,14599,Control
513,14410,Control
5374,14380,Control
2812,14541,Control
3830,14619,Control
5355,13751,Control
2879,13512,Control
5086,14333,Control
4292,13510,Control
6509,14423,Control
5703,14933,Control
1069,14734,Control
2647,13741,Control
2304,13854,Control
4976,14567,Control
5799,14129,Control
4249,14180,Control
5965,14728,Control
522,13778,Control
1001,14129,Control
6256,13890,Control
4475,13744,Control
61,13856,Control
1649,14776,Control
2382,14401,Control
4205,13843,Control
6382,14231,Control
4963,13387,Control
3284,13930,Control
7251,15660,Control
7096,14316,Control
5383,14809,Control
564,14331,Control
4923,14579,Control
3879,14768,Control
2520,13707,Control
6556,14351,Control
4698,15317,Control
413,13893,Control
2076,14030,Control
7061,14185,Control
4175,14531,Control
7192,14685,Control
473,15130,Control
387,14670,Control
4399,14333,Control
4616,15126,Control
5696,14792,Control
3260,13473,Control
4066,15886,Control
5476,15432,Control
3933,14269,Control
6481,14597,Control
1183,15165,Control
6879,14267,Control
6618,14808,Control
1551,15033,Control
4214,13761,Control
4687,14009,Control
2790,14923,Control
4708,14646,Control
6194,14924,Control
795,14290,Control
1906,14197,Control
2667,13171,Control
3545,13682,Control
7842,14398,Control
2316,14865,Control
673,14689,Control
2286,14293,Control
7158,14207,Control
2799,14500,Control
6449,14417,Control
2782,15213,Control
3828,14458,Control
339,13481,Control
1614,13606,Control
1731,15281,Control
2510,13667,Control
1798,14829,Control
7599,14209,Control
5691,14268,Control
6838,14290,Control
1408,15103,Control
789,14254,Control
2115,14350,Control
6078,13452,Control
6248,14494,Control
2807,14689,Control
3957,14513,Control
6802,15209,Control
5924,14403,Control
170,14549,Control
7317,15359,Control
4298,13440,Control
7725,14097,Control
6460,15226,Control
1161,14932,Control
3186,14777,Control
6779,14870,Control
5064,14566,Control
2745,15349,Control
6663,14597,Control
4041,14514,Control
290,14465,Control
6695,14486,Control
3054,13676,Control
2277,14832,Control
4787,14292,Control
7396,15463,Control
5720,14325,Control
2144,14623,Control
6451,14518,Control
5177,13995,Control
2833,14965,Control
1603,15513,Control
2192,14361,Control
3219,14190,Control
1395,14157,Control
2800,13235,Control
333,14263,Control
772,14521,Control
6321,15003,Control
465,14946,Control
2396,14120,Control
7813,14204,Control
7009,15044,Control
793,14266,Control
2145,14064,Control
3221,15206,Control
5796,14993,Control
6209,14381,Control
3535,14014,Control
974,13163,Control
6795,14724,Control
5017,13832,Control
1605,13192,Control
3760,15321,Control
4938,14759,Control
5798,13687,Control
2019,13641,Control
200,14893,Control
946,13843,Control
5704,15148,Control
6254,14740,Control
622,14692,Control
2284,14613,Control
3088,14485,Control
1361,14898,Control
2297,14098,Control
703,14422,Control
5894,14821,Control
3925,14708,Control
4961,13653,Control
7045,14070,Control
2776,14522,Control
1375,14125,Control
1008,15435,Control
5600,14134,Control
3808,14273,Control
1850,14832,Control
7774,14568,Control
7360,14283,Control
5701,13916,Control
858,14551,Control
6837,14993,Control
2976,14657,Control
5869,13903,Control
3713,15412,Control
2086,13502,Control
3612,13420,Control
5825,14946,Control
1389,14506,Control
6814,14040,Control
5745,13711,Control
2253,15762,Control
4312,14440,Control
3276,14691,Control
3475,14561,Control
3033,14631,Control
2677,14694,Control
2257,14809,Control
4987,14145,Control
1980,14195,Control
6625,13325,Control
5759,13902,Control
4521,14533,Control
1228,14997,Control
2766,14729,Control
5291,14166,Control
6386,13612,Control
1286,12704,Control
7001,15061,Control
3700,14016,Control
5040,14101,Control
1322,14449,Control
6445,13527,Control
2005,14160,Control
6861,15584,Control
1442,14673,Control
2742,14586,Control
5766,13421,Control
4369,15716,Control
7416,13516,Control
7020,15523,Control
732,13101,Control
4465,15213,Control
4537,15341,Control
5224,13875,Control
4393,14624,Control
6615,14698,Control
4685,13882,Control
5368,13501,Control
6691,13579,Control
3515,14695,Control
989,14319,Control
5829,14031,Control
4956,14950,Control
2388,14675,Control
4778,13917,Control
70,13649,Control
1592,14684,Control
7469,14047,Control
839,14430,Control
7162,15316,Control
7582,14671,Control
2248,13853,Control
4316,14466,Control
7226,13798,Control
221,15335,Control
5193,14033,Control
7124,14494,Control
6287,14555,Control
6032,14466,Control
6222,13195,Control
3409,13502,Control
137,14099,Control
1975,14562,Control
5000,14287,Control
939,13796,Control
7359,13561,Control
2591,14129,Control
2385,14089,Control
280,14678,Control
2606,14174,Control
2328,14732,Control
5536,14013,Control
2944,14216,Control
619,14161,Control
347,13901,Control
5435,14745,Control
5814,13882,Control
6421,14057,Control
477,14326,Control
2744,13592,Control
3208,14175,Control
5297,13943,Control
3452,14137,Control
7154,14334,Control
3938,13890,Control
4876,14238,Control
2212,15155,Control
2247,14355,Control
5084,15057,Control
251,14578,Control
4116,14834,Control
6117,13905,Control
2661,14433,Control
7493,14450,Control
2139,14002,Control
4153,13876,Control
491,13476,Control
4953,15268,Control
3106,13787,Control
7129,15178,Control
1640,14090,Control
7288,13853,Control
2768,14744,Control
4504,13991,Control
7382,14711,Control
194,14170,Control
848,14658,Control
5566,13789,Control
4890,14869,Control
3825,14663,Control
5011,13818,Control
3679,15956,Control
6013,14694,Control
5623,15744,Control
920,15330,Control
6469,14257,Control
91,14123,Control
7463,14128,Control
1255,13272,Control
7419,13952,Control
3193,14518,Control
3584,15286,Control
3662,13906,Control
4441,14899,Control
6880,13618,Control
3649,14018,Control
6888,14095,Control
693,14593,Control
5284,14644,Control
1405,14947,Control
4455,14833,Control
2611,14516,Control
6419,14604,Control
797,15323,Control
5141,14063,Control
7157,14835,Control
448,13285,Control
5221,14617,Control
3613,14080,Control
1451,14372,Control
753,14994,Control
6576,14469,Control
7689,14901,Control
2936,15254,Control
7754,14603,Control
6348,15073,Control
2444,14174,Control
3133,14365,Control
7644,14056,Control
7885,14996,Control
5013,14618,Control
241,14066,Control
2994,14463,Control
1211,14995,Control
7618,14346,Control
7372,13801,Control
6852,14449,Control
1312,13182,Control
834,14831,Control
3935,14117,Control
6040,14088,Control
7829,14895,Control
1467,13551,Control
883,15538,Control
1489,14082,Control
7519,14056,Control
7323,14983,Control
5575,14795,Control
3971,15841,Control
899,14243,Control
3175,14298,Control
7025,13482,Control
4892,14171,Control
4843,13937,Control
632,14101,Control
4351,13323,Control
1404,15366,Control
2299,13520,Control
2082,12689,Control
7412,13657,Control
2381,14008,Control
96,13680,Control
7944,15029,Control
5722,14287,Control
4230,14385,Control
4939,14736,Control
5930,14542,Control
1699,14957,Control
5389,13704,Control
6297,14041,Control
1079,14770,Control
6000,12849,Control
6655,13545,Control
1987,14671,Control
4113,14082,Control
4807,14932,Control
1146,14856,Control
5516,13651,Control
190,14614,Control
2856,15091,Control
1845,14458,Control
5299,13784,Control
438,14898,Control
6598,14751,Control
440,14696,Control
4425,14800,Control
2186,12573,Control
6482,14899,Control
4752,15455,Control
3751,14632,Control
908,14486,Control
4907,14788,Control
5731,14573,Control
2305,14761,Control
5494,14371,Control
2399,13910,Control
5483,13767,Control
1340,13771,Control
1870,13546,Control
3639,13729,Control
5132,15427,Control
1317,14822,Control
7747,13995,Control
556,14136,Control
3154,14438,Control
3391,13977,Control
5832,14411,Control
7006,14837,Control
804,14349,Control
805,14572,Control
5009,14902,Control
1477,14207,Control
1973,14541,Control
6074,14184,Control
7352,14353,Control
5162,14175,Control
529,14053,Control
2474,14474,Control
2384,14710,Control
6826,14458,Control
714,14669,Control
4250,13927,Control
1560,13648,Control
6338,14620,Control
2821,14783,Control
3241,14400,Control
4174,15179,Control
6084,14915,Control
1471,15978,Control
3937,14250,Control
4418,13771,Control
238,13926,Control
2155,14031,Control
434,14656,Control
1934,13075,Control
7893,15161,Control
5388,14226,Control
2636,14222,Control
7027,13722,Control
1046,14301,Control
6252,14378,Control
2825,14297,Control
2774,14573,Control
4329,14016,Control
3619,13833,Control
7078,14699,Control
2870,14429,Control
3309,14488,Control
2169,15005,Control
7490,13756,Control
1733,13857,Control
7240,15124,Control
2930,13480,Control
2458,13584,Control
6147,14861,Control
3715,14513,Control
890,14433,Control
3636,14315,Control
2235,14389,Control
5159,14315,Control
1986,15183,Control
4415,14131,Control
3966,14273,Control
7155,15447,Control
7484,14387,Control
550,15709,Control
6393,14307,Control
568,15190,Control
4458,13377,Control
2387,14462,Control
2191,13419,Control
415,14877,Control
2285,13642,Control
4686,14540,Control
6756,14201,Control
1532,13675,Control
3121,13398,Control
4933,14063,Control
5072,15414,Control
4841,14194,Control
2589,14920,Control
5357,14336,Control
1902,14896,Control
13,13274,Control
5839,14128,Control
5991,14940,Control
6236,14272,Control
4692,14318,Control
461,14112,Control
1694,15060,Control
3458,14549,Control
2919,14396,Control
7985,14756,Control
2554,14723,Control
5416,14498,Control
7781,15298,Control
3494,14334,Control
4173,14537,Control
3919,13984,Control
1501,14460,Control
2359,15323,Control
3595,13984,Control
7693,13690,Control
4404,14968,Control
6054,14281,Control
1042,14428,Control
5769,14343,Control
5465,14417,Control
2350,14880,Control
5877,13867,Control
1651,13763,Control
3863,14421,Control
456,13406,Control
7377,13546,Control
1339,15490,Control
5498,14824,Control
3398,14364,Control
6639,15113,Control
319,13746,Control
4636,14181,Control
1217,14744,Control
4867,14904,Control
5756,14678,Control
3112,12845,Control
2908,13789,Control
1251,14656,Control
7453,14156,Control
917,15894,Control
7297,14926,Control
6568,14705,Control
3430,13700,Control
1314,14349,Control
2366,14515,Control
2275,15047,Control
1067,14899,Control
3473,14990,Control
5524,13816,Control
7735,15217,Control
831,13542,Control
5989,14048,Control
2829,14628,Control
5463,14280,Control
5816,13766,Control
1764,13877,Control
3166,13441,Control
7418,14689,Control
3889,15126,Control
3410,14310,Control
5824,14130,Control
5911,13487,Control
7371,14918,Control
6595,15697,Control
5477,13292,Control
709,13732,Control
2031,13962,Control
6508,14031,Control
3278,14506,Control
22,15339,Control
5344,14975,Control
2700,14687,Control
3625,13936,Control
4402,13698,Control
7726,13892,Control
1462,15299,Control
752,14333,Control
361,14102,Control
2436,14260,Control
6088,14865,Control
7089,13582,Control
611,15219,Control
1316,14464,Control
3286,14240,Control
4608,14636,Control
6099,14501,Control
6257,14163,Control
6363,14218,Control
663,13849,Control
872,14764,Control
2997,14051,Control
79,13796,Control
4826,14470,Control
5771,15167,Control
7910,14341,Control
983,14005,Control
1460,14612,Control
7281,15532,Control
344,13499,Control
2052,14599,Control
2096,14493,Control
4964,15067,Control
1888,14965,Control
2637,14258,Control
1350,13359,Control
7438,14854,Control
6005,13869,Control
6746,13802,Control
2507,15059,Control
6783,13823,Control
3285,15212,Control
7566,14572,Control
2540,14561,Control
1812,14554,Control
5411,13387,Control
4379,13304,Control
6656,14499,Control
6349,14711,Control
4355,14420,Control
7342,13877,Control
4739,14381,Control
6444,14321,Control
493,13796,Control
3483,14978,Control
6774,13332,Control
3946,14723,Control
4085,14601,Control
4473,14976,Control
5791,13767,Control
219,14431,Control
7094,15673,Control
196,14767,Control
3959,14430,Control
3142,14693,Control
4327,14422,Control
3678,15685,Control
3016,14960,Control
6396,14319,Control
827,14521,Control
5971,14136,Control
497,15096,Control
3140,13526,Control
6526,13407,Control
7711,15245,Control
598,15662,Control
6871,14651,Control
841,14438,Control
7722,14764,Control
725,13982,Control
6374,14473,Control
31,14393,Control
5607,14746,Control
3746,13435,Control
1913,14066,Control
2847,14877,Control
92,13965,Control
4212,13774,Control
2494,15595,Control
2866,14393,Control
464,14023,Control
4328,13355,Control
3766,14808,Control
6089,14789,Control
2220,14191,Control
1577,13709,Control
6941,14355,Control
7214,13868,Control
4401,13805,Control
2157,14308,Control
2666,13739,Control
2296,14518,Control
6167,14735,Control
7708,13866,Control
7236,13549,Control
2683,15307,Control
6518,13806,Control
4079,13974,Control
6671,14498,Control
6582,14730,Control
7928,14216,Control
1834,14646,Control
5307,14129,Control
2216,13787,Control
6180,15226,Control
4348,15863,Control
2705,15388,Control
621,14455,Control
7955,15470,Control
2840,14583,Control
6149,14084,Control
1739,14650,Control
5165,14313,Control
3240,13780,Control
1587,13831,Control
4349,14851,Control
2095,13262,Control
1629,14732,Control
2333,13392,Control
1441,13097,Control
6529,13267,Control
2621,15550,Control
5321,14252,Control
2993,14422,Control
3521,15222,Control
3729,14931,Control
4869,13535,Control
1852,14891,Control
3744,14481,Control
6636,14165,Control
5896,14385,Control
7658,15138,Control
2194,13838,Control
218,14611,Control
7173,14364,Control
3914,13292,Control
5712,13889,Control
2889,14486,Control
3772,15148,Control
254,14971,Control
2001,14728,Control
6933,13881,Control
3447,15451,Control
6434,14499,Control
3582,13766,Control
2770,14260,Control
6414,14908,Control
3775,14375,Control
2054,14902,Control
1767,15032,Control
7732,14610,Control
5507,13855,Control
6813,14451,Control
4864,14397,Control
4251,15486,Control
5687,13394,Control
3073,14289,Control
